alert_id,signature,proto,src_bytes,dst_bytes,duration_s,failed_logins,same_srv_rate,dst_host_count,severity,label
A00342,icmp-echo-reply,UDP,3350,915,16.103,0,0.14,32,1,benign
A00343,icmp-echo-reply,TCP,1795,4000,6.12,1,0.063,8,2,benign
A00344,et-dos-synflood,TCP,81608,2039,20.635,38,0.66,60,5,attack
A00345,tls-handshake-ok,ICMP,1220,2347,18.563,0,0.476,14,1,benign
A00346,et-exploit-sql-injection,TCP,108774,4265,25.732,19,0.883,267,4,attack
A00347,policy-allowed-http,UDP,2234,2409,19.352,1,0.182,16,1,benign
A00348,icmp-echo-reply,TCP,1979,2348,11.816,1,0.332,26,1,benign
A00349,et-malware-c2-beacon,UDP,69884,1199,0.297,39,0.715,494,4,attack
A00350,et-dos-synflood,TCP,32085,5818,27.768,26,0.896,172,3,attack
A00351,icmp-echo-reply,TCP,6941,6767,14.515,1,0.228,13,2,benign
A00352,policy-allowed-http,TCP,2099,6192,0.561,1,0.306,13,2,benign
A00353,et-scan-portscan,TCP,313452,2935,4.315,3,0.723,124,3,attack
A00354,dns-query-normal,TCP,2670,2053,7.878,1,0.399,14,2,benign
A00355,dns-query-normal,TCP,6214,1312,16.26,0,0.078,29,2,benign
A00356,et-exploit-sql-injection,TCP,706718,3688,28.459,28,0.865,149,3,attack
A00357,et-scan-portscan,TCP,53927,6699,0.043,23,0.833,135,5,attack
A00358,tls-handshake-ok,TCP,1499,1131,29.981,1,0.092,12,2,benign
A00359,icmp-echo-reply,UDP,1452,1781,29.796,1,0.376,32,1,benign
A00360,policy-allowed-http,TCP,781,3878,18.851,1,0.133,29,1,benign
A00361,et-bruteforce-ssh,UDP,1417446,3509,8.604,36,0.851,362,3,attack
A00362,dns-query-normal,TCP,2746,4262,29.1,0,0.188,17,2,benign
A00363,et-exploit-sql-injection,ICMP,90636,4137,28.856,4,0.918,180,4,attack
A00364,icmp-echo-reply,TCP,5952,1398,21.056,1,0.365,15,1,benign
A00365,et-malware-c2-beacon,TCP,32994,654,9.986,31,0.986,391,5,attack
A00366,dns-query-normal,TCP,2500,6246,23.746,1,0.223,31,2,benign
A00367,tls-handshake-ok,UDP,643,7339,16.396,1,0.275,10,1,benign
A00368,et-bruteforce-ssh,TCP,67274,3913,7.173,3,0.618,279,3,attack
A00369,dns-query-normal,TCP,1132,2792,14.843,1,0.442,13,1,benign
A00370,et-dos-synflood,UDP,28609,2289,29.356,13,0.976,398,5,attack
A00371,icmp-echo-reply,ICMP,2589,2327,28.921,0,0.488,7,1,benign
A00372,icmp-echo-reply,UDP,816,5506,25.326,1,0.114,7,2,benign
A00373,dns-query-normal,UDP,3265,8516,10.852,0,0.424,11,2,benign
A00374,policy-allowed-http,TCP,1963,1616,15.52,0,0.468,14,1,benign
A00375,dns-query-normal,TCP,1315,1107,20.751,0,0.308,3,2,benign
A00376,tls-handshake-ok,TCP,1160,1459,7.923,1,0.338,26,1,benign
A00377,policy-allowed-http,TCP,1074,3889,11.286,1,0.192,28,2,benign
A00378,dns-query-normal,TCP,4332,659,28.264,1,0.251,30,1,benign
A00379,et-scan-portscan,TCP,41780,966,2.493,21,0.994,306,3,attack
A00380,tls-handshake-ok,TCP,835,8242,28.587,1,0.146,21,1,benign
A00381,icmp-echo-reply,UDP,1095,9256,15.266,1,0.071,24,2,benign
A00382,icmp-echo-reply,TCP,3938,1130,5.989,0,0.303,14,2,benign
A00383,icmp-echo-reply,TCP,2177,4886,24.815,0,0.102,31,2,benign
A00384,icmp-echo-reply,ICMP,1347,2382,13.042,1,0.145,21,1,benign
A00385,icmp-echo-reply,ICMP,4044,3369,20.747,0,0.183,31,2,benign
A00386,policy-allowed-http,TCP,1978,718,9.631,0,0.298,34,1,benign
A00387,tls-handshake-ok,ICMP,2729,2263,20.19,0,0.444,11,1,benign
A00388,icmp-echo-reply,TCP,1144,1005,22.326,1,0.314,30,2,benign
A00389,tls-handshake-ok,ICMP,1466,1649,2.846,1,0.192,39,2,benign
A00390,et-exploit-sql-injection,TCP,108496,3504,3.925,21,0.831,192,3,attack
A00391,et-scan-portscan,UDP,230447,3799,19.321,8,0.971,145,4,attack
A00392,policy-allowed-http,TCP,933,2836,3.964,0,0.357,35,2,benign
A00393,dns-query-normal,TCP,3671,5047,17.107,1,0.14,15,2,benign
A00394,et-dos-synflood,TCP,459828,13622,17.478,35,0.904,405,3,attack
A00395,et-dos-synflood,TCP,114260,3010,26.912,18,0.757,140,5,attack
A00396,icmp-echo-reply,TCP,1358,2364,7.184,0,0.362,38,1,benign
A00397,et-dos-synflood,TCP,476115,3140,12.289,38,0.658,302,5,attack
A00398,dns-query-normal,TCP,1231,4058,24.711,0,0.184,5,1,benign
A00399,policy-allowed-http,TCP,2376,3009,19.714,1,0.062,10,2,benign
A00400,icmp-echo-reply,TCP,1890,6159,23.064,1,0.275,17,2,benign
A00401,policy-allowed-http,TCP,1337,1897,2.951,1,0.234,35,2,benign
A00402,policy-allowed-http,TCP,5328,5733,16.988,1,0.211,21,1,benign
A00403,et-malware-c2-beacon,UDP,249180,3089,20.603,32,0.822,178,5,attack
A00404,policy-allowed-http,TCP,481,7857,3.521,1,0.051,16,1,benign
A00405,icmp-echo-reply,TCP,3860,11775,12.828,1,0.184,37,1,benign
A00406,icmp-echo-reply,TCP,1574,3410,21.386,1,0.106,10,1,benign
A00407,policy-allowed-http,TCP,932,1388,27.273,1,0.162,32,1,benign
A00408,et-exploit-sql-injection,TCP,154419,4326,2.816,39,0.877,218,5,attack
A00409,tls-handshake-ok,TCP,2415,415,20.882,0,0.44,32,2,benign
A00410,icmp-echo-reply,TCP,6425,1980,12.368,1,0.222,11,1,benign
A00411,dns-query-normal,TCP,7402,1063,10.825,1,0.095,21,2,benign
A00412,tls-handshake-ok,TCP,2861,3892,14.313,1,0.169,14,2,benign
A00413,tls-handshake-ok,TCP,885,3067,15.303,1,0.232,22,2,benign
A00414,et-malware-c2-beacon,TCP,215793,1925,26.975,17,0.926,259,4,attack
A00415,icmp-echo-reply,TCP,4013,3962,21.905,0,0.157,17,1,benign
A00416,dns-query-normal,TCP,1155,3744,15.133,0,0.307,37,2,benign
A00417,dns-query-normal,TCP,1081,3177,22.161,0,0.293,28,1,benign
A00418,policy-allowed-http,TCP,698,960,23.062,0,0.324,30,1,benign
A00419,icmp-echo-reply,UDP,991,2234,17.016,1,0.43,36,2,benign
A00420,icmp-echo-reply,TCP,2602,2500,15.178,0,0.345,18,1,benign
A00421,et-bruteforce-ssh,TCP,253148,2767,24.093,37,0.962,164,3,attack
A00422,tls-handshake-ok,TCP,5639,4018,27.181,0,0.408,1,1,benign
A00423,policy-allowed-http,TCP,954,3320,15.299,1,0.127,3,1,benign
A00424,policy-allowed-http,UDP,2319,11047,7.828,0,0.347,36,2,benign
A00425,tls-handshake-ok,TCP,1479,6289,8.798,1,0.057,32,1,benign
A00426,icmp-echo-reply,TCP,1633,3376,0.322,0,0.161,7,2,benign
A00427,dns-query-normal,TCP,2410,1479,5.056,1,0.053,9,1,benign
A00428,dns-query-normal,TCP,4012,1718,16.585,1,0.135,31,1,benign
A00429,et-scan-portscan,ICMP,112033,10039,11.006,19,0.837,450,5,attack
A00430,dns-query-normal,TCP,1066,2081,25.385,1,0.238,23,2,benign
A00431,tls-handshake-ok,TCP,1823,852,5.961,1,0.497,36,2,benign
A00432,dns-query-normal,TCP,1281,1165,4.398,0,0.367,14,2,benign
A00433,icmp-echo-reply,TCP,861,2228,24.339,0,0.365,16,2,benign
A00434,policy-allowed-http,TCP,2633,4357,25.793,0,0.26,35,2,benign
A00435,et-scan-portscan,UDP,294088,4868,28.079,19,0.97,386,5,attack
A00436,et-bruteforce-ssh,TCP,30578,10645,7.426,27,0.989,416,4,attack
A00437,policy-allowed-http,TCP,1377,3154,1.112,1,0.129,13,1,benign
A00438,policy-allowed-http,TCP,907,910,29.567,1,0.327,35,2,benign
A00439,dns-query-normal,TCP,1451,2743,17.529,1,0.301,5,2,benign
A00440,et-bruteforce-ssh,TCP,154717,2218,3.93,13,0.928,419,4,attack
A00441,dns-query-normal,UDP,2279,1313,25.455,1,0.364,1,1,benign
A00442,dns-query-normal,TCP,1067,2029,14.727,1,0.073,18,1,benign
A00443,tls-handshake-ok,TCP,1078,1980,13.137,1,0.296,16,2,benign
A00444,icmp-echo-reply,TCP,2704,2873,19.997,1,0.274,15,2,benign
A00445,et-bruteforce-ssh,TCP,489251,4302,9.786,27,0.789,235,5,attack
A00446,icmp-echo-reply,TCP,719,12966,7.651,1,0.357,8,1,benign
A00447,icmp-echo-reply,UDP,1454,665,6.053,0,0.281,35,2,benign
A00448,et-exploit-sql-injection,UDP,25507,1467,4.822,33,0.871,100,5,attack
A00449,et-exploit-sql-injection,TCP,269145,2601,3.605,21,0.751,97,3,attack
A00450,dns-query-normal,TCP,482,6171,9.571,1,0.405,24,2,benign
A00451,dns-query-normal,TCP,2134,1075,17.803,0,0.177,14,2,benign
A00452,dns-query-normal,TCP,968,1947,12.336,1,0.209,39,2,benign
A00453,et-dos-synflood,TCP,179261,4827,24.684,23,0.902,311,3,attack
A00454,dns-query-normal,TCP,2998,1744,29.492,0,0.196,12,2,benign
A00455,et-scan-portscan,UDP,135014,3780,23.152,23,0.845,336,3,attack
A00456,policy-allowed-http,TCP,8894,4955,1.323,1,0.214,14,2,benign
A00457,icmp-echo-reply,TCP,2257,1841,20.136,1,0.188,22,2,benign
A00458,dns-query-normal,TCP,2231,4365,10.309,1,0.228,23,2,benign
A00459,policy-allowed-http,TCP,1551,5869,18.34,0,0.306,13,2,benign
A00460,tls-handshake-ok,UDP,1785,4516,12.736,0,0.45,36,1,benign
A00461,icmp-echo-reply,TCP,1634,4825,5.008,0,0.27,24,1,benign
A00462,dns-query-normal,TCP,2892,2613,12.219,0,0.267,22,2,benign
A00463,policy-allowed-http,UDP,1934,2564,4.125,0,0.178,28,2,benign
A00464,policy-allowed-http,TCP,1160,2723,0.091,0,0.081,26,2,benign
A00465,policy-allowed-http,TCP,1816,1490,8.296,1,0.15,9,1,benign
A00466,tls-handshake-ok,TCP,2483,4917,25.91,0,0.15,35,2,benign
A00467,tls-handshake-ok,TCP,1208,11049,26.385,0,0.174,30,1,benign
A00468,et-exploit-sql-injection,TCP,219338,2557,0.159,25,0.943,166,5,attack
A00469,icmp-echo-reply,TCP,3179,2212,8.164,1,0.469,1,1,benign
A00470,et-malware-c2-beacon,TCP,53988,4149,9.454,34,0.718,201,4,attack
A00471,et-scan-portscan,UDP,532243,3019,11.481,11,0.77,423,4,attack
A00472,et-exploit-sql-injection,TCP,30382,3746,19.547,22,0.978,265,4,attack
A00473,tls-handshake-ok,TCP,1919,2189,11.061,0,0.429,16,2,benign
A00474,et-bruteforce-ssh,TCP,122845,816,27.478,23,0.621,478,4,attack
A00475,icmp-echo-reply,TCP,4308,2369,0.068,1,0.315,6,2,benign
A00476,et-scan-portscan,UDP,290686,8252,2.704,34,0.766,142,3,attack
A00477,et-exploit-sql-injection,TCP,20449,4951,11.519,14,0.684,361,5,attack
A00478,policy-allowed-http,TCP,1699,2495,8.108,1,0.38,26,2,benign
A00479,tls-handshake-ok,TCP,1441,1979,17.782,1,0.202,26,2,benign
A00480,tls-handshake-ok,UDP,1834,2970,3.28,0,0.17,31,2,benign
A00481,dns-query-normal,UDP,3618,2990,13.087,0,0.078,29,1,benign
A00482,et-malware-c2-beacon,ICMP,341065,6398,6.102,16,0.775,70,4,attack
A00483,icmp-echo-reply,TCP,1021,6539,4.846,1,0.253,23,1,benign
A00484,et-exploit-sql-injection,TCP,49897,4228,18.449,32,0.681,315,5,attack
A00485,tls-handshake-ok,TCP,1046,2703,1.667,0,0.283,10,1,benign
A00486,dns-query-normal,TCP,3816,3352,6.52,1,0.085,17,2,benign
A00487,tls-handshake-ok,TCP,1214,1883,9.021,0,0.476,18,2,benign
A00488,icmp-echo-reply,TCP,790,3638,29.816,1,0.341,3,1,benign
A00489,dns-query-normal,ICMP,2824,1112,9.808,0,0.397,4,2,benign
A00490,et-scan-portscan,TCP,1183153,1297,7.329,3,0.8,393,3,attack
A00491,icmp-echo-reply,TCP,991,4031,21.998,0,0.102,22,1,benign
A00492,et-dos-synflood,UDP,214673,3981,20.245,21,0.976,296,5,attack
A00493,et-scan-portscan,UDP,362101,1831,26.375,28,0.976,391,3,attack
A00494,et-exploit-sql-injection,TCP,210900,1116,10.343,12,0.707,222,5,attack
A00495,icmp-echo-reply,TCP,988,4795,26.249,1,0.407,39,1,benign
A00496,et-malware-c2-beacon,UDP,340644,1790,17.867,26,0.944,312,4,attack
A00497,dns-query-normal,TCP,838,1301,7.452,1,0.135,11,2,benign
A00498,tls-handshake-ok,TCP,711,4727,6.052,0,0.133,19,2,benign
A00499,policy-allowed-http,TCP,1199,1053,0.037,0,0.47,28,1,benign
A00500,tls-handshake-ok,TCP,3070,9522,18.963,1,0.171,5,2,benign
A00501,icmp-echo-reply,UDP,2542,2333,21.542,0,0.193,18,2,benign
A00502,dns-query-normal,TCP,1219,8628,1.55,1,0.387,32,2,benign
A00503,icmp-echo-reply,TCP,1701,5240,15.396,1,0.207,7,1,benign
A00504,policy-allowed-http,TCP,2308,2861,22.845,1,0.218,24,1,benign
A00505,policy-allowed-http,TCP,1282,1968,10.393,0,0.345,12,1,benign
A00506,policy-allowed-http,TCP,2573,3134,8.876,0,0.244,30,1,benign
A00507,et-bruteforce-ssh,TCP,410225,5844,7.134,30,0.982,479,4,attack
A00508,dns-query-normal,TCP,2172,3466,23.793,0,0.085,1,2,benign
A00509,dns-query-normal,TCP,1760,6767,7.457,0,0.349,25,1,benign
A00510,policy-allowed-http,TCP,1170,6067,8.795,0,0.124,26,2,benign
A00511,policy-allowed-http,TCP,3333,3174,0.318,0,0.313,23,2,benign
A00512,policy-allowed-http,TCP,1129,3691,9.925,0,0.184,23,2,benign
A00513,policy-allowed-http,UDP,8673,10004,16.859,0,0.057,31,1,benign
A00514,icmp-echo-reply,TCP,1014,3497,3.968,0,0.081,26,1,benign
A00515,icmp-echo-reply,UDP,1910,2422,24.063,0,0.073,11,2,benign
A00516,tls-handshake-ok,ICMP,1686,3636,8.145,0,0.295,31,1,benign
A00517,et-dos-synflood,TCP,122427,12154,22.614,29,0.92,350,5,attack
A00518,dns-query-normal,ICMP,788,5468,19.677,0,0.321,37,2,benign
A00519,tls-handshake-ok,TCP,1200,2423,14.642,0,0.431,27,2,benign
A00520,policy-allowed-http,TCP,1065,1104,15.047,0,0.361,24,2,benign
A00521,et-dos-synflood,TCP,150569,4168,8.972,39,0.823,411,3,attack
A00522,et-scan-portscan,TCP,252591,2022,22.611,33,0.83,86,4,attack
A00523,dns-query-normal,TCP,2960,3126,24.15,1,0.177,3,2,benign
A00524,dns-query-normal,TCP,1922,2483,24.825,1,0.089,10,2,benign
A00525,tls-handshake-ok,TCP,3833,5037,1.261,1,0.081,39,2,benign
A00526,et-malware-c2-beacon,TCP,120432,1977,19.498,15,0.649,128,4,attack
A00527,icmp-echo-reply,TCP,4419,5802,2.011,0,0.436,11,1,benign
A00528,dns-query-normal,TCP,1520,2412,4.137,0,0.225,15,1,benign
A00529,tls-handshake-ok,TCP,2839,2310,11.389,1,0.198,34,1,benign
A00530,et-bruteforce-ssh,TCP,115475,9328,6.201,26,0.762,57,4,attack
A00531,tls-handshake-ok,TCP,903,5621,7.314,0,0.268,37,1,benign
A00532,et-dos-synflood,TCP,202936,2942,19.455,36,0.797,70,4,attack
A00533,icmp-echo-reply,TCP,4396,3203,21.752,1,0.296,7,2,benign
A00534,dns-query-normal,TCP,4509,3364,18.106,1,0.15,28,2,benign
A00535,tls-handshake-ok,TCP,651,4284,11.428,0,0.474,15,2,benign
A00536,et-scan-portscan,TCP,523457,9068,8.234,11,0.715,498,3,attack
A00537,icmp-echo-reply,TCP,1426,3181,23.918,1,0.129,2,2,benign
A00538,et-malware-c2-beacon,ICMP,40306,6608,4.209,31,0.876,324,3,attack
A00539,policy-allowed-http,TCP,4691,2209,27.655,1,0.313,38,1,benign
A00540,icmp-echo-reply,TCP,1084,2269,3.236,0,0.071,3,2,benign
A00541,dns-query-normal,TCP,1176,3065,6.517,0,0.327,32,2,benign
A00542,et-scan-portscan,UDP,46875,2167,6.207,36,0.912,82,5,attack
A00543,policy-allowed-http,TCP,1061,5510,26.612,1,0.389,9,2,benign
A00544,dns-query-normal,UDP,742,2449,27.059,1,0.289,39,1,benign
A00545,policy-allowed-http,UDP,871,1969,18.566,1,0.124,26,1,benign
A00546,tls-handshake-ok,UDP,833,5421,19.281,0,0.287,27,2,benign
A00547,dns-query-normal,UDP,1215,1155,29.187,0,0.159,31,1,benign
A00548,icmp-echo-reply,TCP,2066,2281,17.46,1,0.308,18,1,benign
A00549,et-bruteforce-ssh,TCP,344473,6990,10.426,31,0.868,276,5,attack
A00550,et-scan-portscan,TCP,104255,5806,6.252,6,0.674,100,5,attack
A00551,icmp-echo-reply,TCP,3652,1862,26.979,1,0.108,18,1,benign
A00552,dns-query-normal,UDP,3453,6578,18.908,0,0.275,33,2,benign
A00553,et-bruteforce-ssh,UDP,217035,5752,7.389,20,0.891,402,5,attack
A00554,tls-handshake-ok,TCP,2001,788,15.029,1,0.453,10,2,benign
A00555,dns-query-normal,TCP,2699,4687,11.565,0,0.058,11,1,benign
A00556,et-bruteforce-ssh,UDP,172614,3841,9.391,10,0.74,194,4,attack
A00557,dns-query-normal,UDP,1374,1804,7.109,0,0.165,12,2,benign
A00558,dns-query-normal,UDP,2839,7604,12.79,0,0.368,14,1,benign
A00559,et-scan-portscan,TCP,375059,4609,20.91,5,0.751,73,3,attack
A00560,tls-handshake-ok,TCP,1770,3114,20.332,1,0.417,38,1,benign
A00561,icmp-echo-reply,TCP,1630,1928,2.976,1,0.155,5,2,benign
A00562,et-bruteforce-ssh,TCP,78536,1071,21.258,3,0.832,188,3,attack
A00563,tls-handshake-ok,TCP,2548,1881,18.696,1,0.117,37,2,benign
A00564,icmp-echo-reply,TCP,4127,1757,21.691,1,0.156,2,1,benign
A00565,dns-query-normal,TCP,1148,794,5.349,0,0.162,6,2,benign
A00566,dns-query-normal,TCP,3605,3049,28.839,1,0.233,29,1,benign
A00567,icmp-echo-reply,TCP,1812,1878,25.381,0,0.477,7,1,benign
A00568,tls-handshake-ok,TCP,838,6112,18.888,0,0.334,26,1,benign
A00569,icmp-echo-reply,TCP,580,2668,9.213,1,0.463,6,2,benign
A00570,dns-query-normal,TCP,1702,1107,12.053,0,0.289,27,1,benign
A00571,tls-handshake-ok,ICMP,2387,8390,6.442,1,0.141,36,2,benign
A00572,et-scan-portscan,TCP,731737,2861,25.878,29,0.821,78,4,attack
A00573,et-scan-portscan,TCP,150483,2354,10.472,9,0.86,94,3,attack
A00574,et-dos-synflood,TCP,400839,1676,18.758,28,0.853,352,4,attack
A00575,dns-query-normal,TCP,1098,6360,25.859,1,0.475,1,2,benign
A00576,dns-query-normal,TCP,6730,1243,25.524,0,0.086,28,1,benign
A00577,tls-handshake-ok,UDP,3335,1742,12.79,0,0.051,25,2,benign
A00578,icmp-echo-reply,TCP,2218,3289,20.674,1,0.131,14,2,benign
A00579,et-scan-portscan,TCP,472579,2262,16.646,12,0.939,201,4,attack
A00580,tls-handshake-ok,UDP,1648,6207,7.858,0,0.436,1,2,benign
A00581,et-exploit-sql-injection,TCP,178410,1473,25.643,10,0.606,467,5,attack
A00582,policy-allowed-http,TCP,1221,5316,22.54,0,0.349,3,1,benign
A00583,et-scan-portscan,TCP,148298,2275,6.338,34,0.901,137,4,attack
A00584,dns-query-normal,TCP,2780,1378,14.938,1,0.158,9,1,benign
A00585,et-dos-synflood,TCP,414161,1248,11.719,22,0.933,177,3,attack
A00586,dns-query-normal,TCP,1637,5034,14.46,0,0.466,25,1,benign
A00587,et-scan-portscan,UDP,887635,1191,1.928,13,0.935,206,5,attack
A00588,icmp-echo-reply,TCP,2046,1289,22.698,0,0.42,14,1,benign
A00589,policy-allowed-http,TCP,1253,3862,15.508,1,0.071,1,2,benign
A00590,dns-query-normal,TCP,3248,1221,9.07,0,0.289,37,2,benign
A00591,dns-query-normal,TCP,1559,8752,26.399,0,0.196,12,1,benign
A00592,tls-handshake-ok,TCP,1995,1739,6.744,1,0.436,7,2,benign
A00593,et-bruteforce-ssh,TCP,383192,1348,6.304,38,0.85,418,4,attack
A00594,et-bruteforce-ssh,TCP,338652,3795,3.601,28,0.714,468,3,attack
A00595,icmp-echo-reply,ICMP,2308,4500,29.585,1,0.141,14,1,benign
A00596,tls-handshake-ok,TCP,2935,3605,9.071,1,0.052,32,2,benign
A00597,dns-query-normal,TCP,514,14736,24.215,0,0.371,35,1,benign
A00598,tls-handshake-ok,TCP,3261,3770,27.835,0,0.089,33,1,benign
A00599,icmp-echo-reply,UDP,973,10458,6.118,1,0.096,18,2,benign
A00600,icmp-echo-reply,TCP,1531,3572,20.57,1,0.145,37,1,benign
A00601,tls-handshake-ok,TCP,1688,1800,18.86,1,0.324,29,2,benign
A00602,et-scan-portscan,TCP,163278,3117,17.39,33,0.824,258,4,attack
A00603,tls-handshake-ok,ICMP,3359,2926,9.641,0,0.213,13,2,benign
A00604,icmp-echo-reply,TCP,2924,17023,23.656,1,0.448,4,2,benign
A00605,policy-allowed-http,UDP,2667,1729,5.582,1,0.272,4,2,benign
A00606,policy-allowed-http,UDP,455,697,19.211,1,0.436,1,1,benign
A00607,policy-allowed-http,TCP,1576,4573,8.399,1,0.166,22,1,benign
A00608,policy-allowed-http,ICMP,1477,1744,8.08,0,0.164,38,1,benign
A00609,icmp-echo-reply,TCP,2368,5004,6.202,1,0.362,33,2,benign
A00610,dns-query-normal,TCP,1728,1605,14.216,1,0.427,38,2,benign
A00611,icmp-echo-reply,TCP,4354,4568,11.94,1,0.455,12,1,benign
A00612,tls-handshake-ok,TCP,878,9048,6.911,0,0.075,5,1,benign
A00613,dns-query-normal,TCP,1154,2502,10.583,0,0.367,11,2,benign
A00614,et-scan-portscan,TCP,318098,3735,21.556,14,0.886,212,3,attack
A00615,icmp-echo-reply,TCP,531,1946,0.181,1,0.441,35,2,benign
A00616,tls-handshake-ok,TCP,772,3187,1.292,0,0.448,10,2,benign
A00617,dns-query-normal,TCP,1327,2756,26.295,1,0.059,33,1,benign
A00618,tls-handshake-ok,TCP,8870,5430,13.176,0,0.137,12,1,benign
A00619,tls-handshake-ok,TCP,1021,1124,4.367,0,0.445,21,2,benign
A00620,dns-query-normal,TCP,9166,2456,24.44,1,0.438,11,1,benign
A00621,icmp-echo-reply,TCP,1278,4617,0.487,0,0.306,23,1,benign
A00622,icmp-echo-reply,TCP,3230,4698,11.705,1,0.252,7,2,benign
A00623,icmp-echo-reply,TCP,2731,8035,17.865,0,0.101,6,1,benign
A00624,et-malware-c2-beacon,TCP,115188,871,13.885,39,0.924,360,3,attack
A00625,dns-query-normal,TCP,1501,3890,22.231,0,0.452,30,2,benign
A00626,dns-query-normal,TCP,4850,1112,11.215,1,0.119,1,1,benign
A00627,policy-allowed-http,TCP,3400,3076,24.64,0,0.056,14,1,benign
A00628,icmp-echo-reply,UDP,5158,1415,11.88,1,0.198,9,1,benign
A00629,icmp-echo-reply,TCP,1399,1695,29.741,0,0.199,25,2,benign
A00630,et-bruteforce-ssh,UDP,83908,4157,19.82,15,0.656,431,3,attack
A00631,policy-allowed-http,TCP,1518,5989,28.448,0,0.458,35,1,benign
A00632,tls-handshake-ok,TCP,965,2253,0.192,1,0.259,23,1,benign
A00633,et-exploit-sql-injection,TCP,244489,1539,16.89,18,0.632,211,3,attack
A00634,et-dos-synflood,TCP,1131362,2724,24.133,34,0.613,413,4,attack
A00635,icmp-echo-reply,TCP,2485,2036,24.428,1,0.162,35,2,benign
A00636,tls-handshake-ok,ICMP,890,5565,27.989,0,0.283,12,2,benign
A00637,et-dos-synflood,TCP,253115,2143,16.97,22,0.891,474,3,attack
A00638,icmp-echo-reply,TCP,2160,1705,18.099,1,0.354,14,1,benign
A00639,dns-query-normal,TCP,1379,1994,18.218,0,0.063,12,2,benign
A00640,et-bruteforce-ssh,TCP,339922,4612,26.305,9,0.678,497,5,attack
A00641,dns-query-normal,UDP,1745,7389,5.115,1,0.24,13,1,benign
A00642,tls-handshake-ok,UDP,1637,3963,13.026,1,0.434,3,2,benign
A00643,policy-allowed-http,TCP,1423,1453,29.887,0,0.362,26,2,benign
A00644,policy-allowed-http,UDP,2767,1977,13.747,0,0.108,26,2,benign
A00645,et-dos-synflood,TCP,102259,5064,26.773,19,0.659,281,4,attack
A00646,policy-allowed-http,TCP,5758,6971,18.33,1,0.112,18,2,benign
A00647,policy-allowed-http,TCP,5007,11515,26.787,0,0.149,7,1,benign
A00648,icmp-echo-reply,TCP,958,1288,21.91,0,0.36,39,2,benign
A00649,icmp-echo-reply,TCP,2028,4331,27.988,1,0.222,21,1,benign
A00650,policy-allowed-http,UDP,1056,5219,5.48,0,0.251,12,2,benign
A00651,icmp-echo-reply,TCP,1716,2666,27.111,0,0.107,11,1,benign
A00652,policy-allowed-http,UDP,2278,2249,21.555,1,0.241,6,1,benign
A00653,dns-query-normal,TCP,889,4541,24.232,1,0.215,36,1,benign
A00654,dns-query-normal,TCP,1265,3633,12.725,1,0.072,38,2,benign
A00655,dns-query-normal,TCP,1806,3484,19.549,0,0.109,37,1,benign
A00656,et-dos-synflood,TCP,322384,7398,29.851,9,0.929,89,5,attack
A00657,policy-allowed-http,TCP,1505,790,7.6,0,0.287,36,1,benign
A00658,dns-query-normal,TCP,4287,2487,24.804,0,0.179,18,1,benign
A00659,tls-handshake-ok,TCP,1787,2236,29.605,0,0.411,29,1,benign
A00660,icmp-echo-reply,TCP,7099,1281,4.957,1,0.289,7,1,benign
A00661,et-exploit-sql-injection,TCP,183811,3040,29.777,17,0.768,452,4,attack
A00662,dns-query-normal,TCP,1197,6093,23.532,0,0.32,28,1,benign
A00663,dns-query-normal,UDP,1034,4734,15.131,1,0.1,2,1,benign
A00664,et-bruteforce-ssh,TCP,57108,3170,12.121,24,0.951,285,3,attack
A00665,icmp-echo-reply,TCP,1109,1823,23.03,1,0.208,28,1,benign
A00666,et-dos-synflood,TCP,95519,6635,22.982,7,0.71,268,5,attack
A00667,tls-handshake-ok,UDP,1742,2993,1.253,0,0.12,14,1,benign
A00668,policy-allowed-http,TCP,1786,2070,3.857,1,0.486,21,1,benign
A00669,et-bruteforce-ssh,TCP,174158,1391,1.246,28,0.996,105,5,attack
A00670,et-exploit-sql-injection,TCP,655967,1912,12.295,24,0.664,166,4,attack
A00671,icmp-echo-reply,TCP,900,1999,29.385,1,0.288,7,1,benign
A00672,dns-query-normal,TCP,3544,2336,24.362,0,0.153,1,2,benign
A00673,policy-allowed-http,TCP,1201,1512,20.252,1,0.146,31,2,benign
A00674,dns-query-normal,TCP,1589,7313,29.369,0,0.414,31,2,benign
A00675,dns-query-normal,TCP,3558,6462,27.236,0,0.383,9,2,benign
A00676,icmp-echo-reply,UDP,1026,1351,4.928,0,0.177,12,2,benign
A00677,icmp-echo-reply,TCP,1319,2019,4.114,1,0.184,17,2,benign
A00678,et-bruteforce-ssh,ICMP,268172,10051,20.65,11,0.945,64,3,attack
A00679,dns-query-normal,TCP,971,2628,25.114,1,0.296,39,2,benign
A00680,et-malware-c2-beacon,ICMP,113767,4657,28.843,34,0.874,433,5,attack
A00681,tls-handshake-ok,ICMP,2531,1976,3.35,1,0.445,11,2,benign
A00682,tls-handshake-ok,TCP,3548,2742,2.918,1,0.193,37,2,benign
A00683,policy-allowed-http,TCP,3500,1287,4.126,0,0.362,14,2,benign
A00684,et-scan-portscan,UDP,234071,3158,19.079,19,0.99,436,4,attack
A00685,et-dos-synflood,TCP,66723,897,21.002,23,0.913,361,3,attack
